original	translation	z_mean	pred_zscore
Bellamy did however step down from his post on the Virginia Board of Education, and apologized for the offensive tweets.	Bellamy trat jedoch von seinem Posten im Virginia Board of Education zurück und entschuldigte sich für die offensiven Tweets.	0.5283316	-0.11946955836994166
Victorious Burmese armies returned to Ava with the captured guns, muskets and prisoners in early May.	Die siegreichen birmanischen Armeen kehrten Anfang Mai mit den gefangenen Waffen, Musketen und Gefangenen nach Ava zurück.	0.24463072	-0.10619793920343513
Further tensions between the British and Qing over the opium trade escalated into the Second Opium War.	Weitere Spannungen zwischen den Briten und Qing über den Opiumhandel eskalierten in den Zweiten Opiumkrieg.	0.37494123	-0.04228033376054035
Thunder Jet retires to his room and wails bitterly.	Thunder Jet zieht sich in sein Zimmer zurück und jammert bitterlich.	0.62430465	-0.1399547877461767
Smaller parrotfish are relatively defenceless herbivores, poorly defended against predators like barracuda.	Kleinere Papageienfische sind relativ schutzlose Pflanzenfresser, die schlecht gegen Raubtiere wie Barracuda verteidigt werden.	0.07947397	-0.13737193541714335
While the critics panned Penny Arcade, they praised Cagney and Blondell.	Während die Kritiker Penny Arcade drang, lobten sie Cagney und Blondell.	-0.5435175	-0.16065828121827072
Teamster President and Dissidents Disagree Over UPS Proposal.	Teamster President und Dissidenten sind sich über UPS Proposal nicht einig.	0.47741187	-0.08666820539492884
In 2007 Monterrey hosted the Women's WTBA World Tenpin Bowling Championships	Im Jahr 2007 Monterrey Gastgeber der Frauen WTBA World Tenpin Bowling Championships	-0.9896918	-0.13756223556062105
"Billig concluded that ""racialist presuppositions"" intruded into research at the Institute both unintentionally and intentionally."	"Billig kam zu dem Schluss, dass ""rassistische Annahmen"" unbeabsichtigt und absichtlich in die Forschung am Institut eingriffen."	0.034514293	-0.13153146421979886
The 10,000 rebels lured governmental forces into Hwangto Pass.	Die 10.000 Rebellen lockten Regierungskräfte in den Hwangto Pass.	0.4304349	-0.05247264965119286
July 7 Vic Darchinyan loses his IBF and IBO flyweight titles, getting knocked out by Nonito Donaire in five rounds.	7. Juli Vic Darchinyan verliert seine IBF und IBO Flyweight Titel und wird in fünf Runden von Nonito Donaire ausgeschlagen.	0.11249596	-0.15207480051007288
Before the Islamization of their territory, the Pashtuns likely followed various religions.	Vor der Islamisierung ihres Territoriums folgten die Paschtunen wahrscheinlich verschiedenen Religionen.	0.4827549	-0.04416408728004202
On the vault of the chancel stands a lookout tower with a lattice brick convent, topped with pinnacles.	Auf dem Gewölbe des Chores steht ein Aussichtsturm mit einem Gitter Ziegelkloster, gekrönt mit Zinnen.	-0.45377496	-0.37676079987499606
Aside from locating two of the German destroyers, the scouting aircraft also sank an enemy submarine, the first such occurrence.	Neben der Suche nach zwei der deutschen Zerstörer sank das Scouting-Flugzeug auch ein feindliches U-Boot, das erste derartige Ereignis.	-1.0881677	-0.12130936853570135
They headlined three tours in 1992, from January to August.	1992, von Januar bis August, standen drei Tourneen auf dem Programm.	0.7543328	-0.12805957610596888
In 1952, Kaps married his childhood sweetheart Nelly.	1952 heiratete Kaps seine kindliche Liebste Nelly.	-0.53376174	-0.07883575655068502
When reinforcements arrived from other Mohawk villages, the defenders drove the Mohican warriors into retreat.	Als Verstärkung aus anderen Dörfern Mohawks kam, trieben die Verteidiger die mohikanischen Krieger in den Rückzug.	0.6119951	-0.11051092489797956
An 88 mi chase ensued down the Appomattox River to the southwest.	Eine 88 Meilen Jagd folgte auf dem Appomattox Fluss im Südwesten.	0.43000844	-0.07994523544061707
Gold toxicity can be ameliorated with chelation therapy with an agent such as dimercaprol.	Gold Toxizität kann mit Chelationstherapie mit einem Wirkstoff wie Dimercaprol verbessert werden.	0.41727173	-0.07918403486670623
The league activates the cube and Superman defeats Darkseid, imprisoning him once again.	Die Liga aktiviert den Würfel und Superman besiegt Darkseid und sperrt ihn erneut ein.	0.7153842	-0.13101758119876647
Kojirō discovers them, and he and Denshichirō duel.	Kojirō entdeckt sie, und er und Denshichirō Duell.	-0.30762583	-0.25154947932627986
Dragonfly wings behave highly dynamically during flight, flexing and twisting during each beat.	Dragonfly Flügel verhalten sich während des Fluges sehr dynamisch, Biegung und Verdrehen bei jedem Schlag.	-1.3037972	-0.3727169218260947
Either on his own or by persuasion from local authorities, he wrote letters authorizing the expulsion of Franciscans from their friaries.	Er schrieb Briefe, in denen er die Vertreibung von Franziskanern aus ihren Konfessionen genehmigte.	-0.6137788	-0.10995600386890717
As these tanks corrode, they can leak, and their contents can contaminate nearby groundwater.	Da diese Tanks korrodieren, können sie undicht werden und ihr Inhalt kann das nahe gelegene Grundwasser verunreinigen.	0.4930756	-0.10359583895912639
Meeting Level 4 contains two ballrooms, the Independence Ballroom and the Liberty Ballroom.	Meeting Level 4 enthält zwei Ballsäle, den Independence Ballroom und den Liberty Ballroom.	-0.56401193	-0.10851168388682539
The Hudson now resides in the Temora Aviation Museum in Australia.	Der Hudson befindet sich jetzt im Temora Aviation Museum in Australien.	0.75664526	-0.05273848878292126
The Chams forming a significant minority in Central and South Vietnam, also in Central Cambodia.	Die Chams bilden eine bedeutende Minderheit in Zentral- und Südvietnam, auch in Zentralkambodscha.	0.3602697	-0.07471851852280946
After some archeological diggings at the site of the Crucifixion, she unearthed three crosses.	Nach einigen archäologischen Ausgrabungen an der Stelle der Kreuzigung entdeckte sie drei Kreuze.	0.54521155	-0.06876437567487616
Mercedes overhears Doctor Browning and Trevor discussing Myra's murder.	Mercedes hört Doktor Browning und Trevor über Myras Mord sprechen.	0.14568233	-0.08687993246295841
From Fort Bridger, the main trail, comprising several variants, veered northwest over the Bear River Divide and descended to the Bear River Valley.	Von Fort Bridger, der Hauptweg, bestehend aus mehreren Varianten, kehrete nordwestlich über den Bear River Divide und stieg zum Bear River Valley.	-0.47941858	-0.2771666387167964
Jesuits dispatched to Transylvania promised Orthodox clergymen heightened social status, exemption from serfdom, and material benefits.	Jesuiten nach Siebenbürgen entsandt versprach orthodoxen Geistlichen erhöhten sozialen Status, Befreiung von der Leibeigenschaft und materiellen Nutzen.	-0.32849362	-0.3789496146932025
Carpenter charged forward with companies B and H and a few massed volleys from their carbines sent the hostiles scattering back up the canyon.	Tischler beschuldigte die Firmen B und H und ein paar massenhafte Volleys aus ihren Karbinen schickten die feindlichen Streuer zurück in die Schlucht.	-0.25606814	-0.2266306924088695
The killer whale hunts in pods and targets belugas and even larger whales.	Der Mörderwal jagt in Schoten und zielt auf Belugas und noch größere Wale.	0.54510456	-0.09680640922188254
TV Week often commented on her pregnancy storyline.	TV Week kommentierte oft ihre Schwangerschaft Storyline.	-0.5427038	-0.14814895213031326
Augustus restricted such manumissions to at most a hundred slaves, and fewer in a small household.	Augustus beschränkte solche Besetzungen auf höchstens hundert Sklaven und weniger in einem kleinen Haushalt.	-0.3895595	-0.1355157826818102
Australia won the match by an innings and regained the Ashes.	Australien gewann das Spiel durch eine Innings und gewann die Asche.	-1.6635329	-0.1251567725815083
Vietnam invented their own Chữ Nôm glyphs, Japan invented kana, and Korea invented their own alphabet hangul.	Vietnam erfand ihre eigenen Glyphen, Japan erfand kana und Korea erfand ihr eigenes Alphabet hangul.	-0.2720427	-0.06207154868222214
Former Congressman Lloyd Bentsen, a more moderate Democrat and native of Mission in south Texas, defeated Yarborough in the Democratic primary.	Der ehemalige Kongressabgeordnete Lloyd Bentsen, gemäßigter Demokrat und Eingeborener von Mission in Südtexas, besiegte Yarborough im demokratischen Primär.	0.16826653	-0.15111930494234416
McKinley swept the populous northeastern states, and the Midwest.	McKinley fegte die bevölkerungsreichen nordöstlichen Staaten und den Mittleren Westen.	0.42792907	-0.08432286507702988
She was frequently ornamented with beads, jewels, peacock and ostrich feathers and other extravagant pieces of haute couture.	Sie war oft mit Perlen, Juwelen, Pfauen- und Straußenfedern und anderen extravaganten Stücken Haute Couture verziert.	0.47553444	-0.1997573341704724
In 1684 for example, the spearmen and bowmen of Changamire Dombo met the Portuguese in open combat at Mahungwe.	Im Jahr 1684 zum Beispiel trafen die Speer und Bogenschützen von Changamire Dombo die Portugiesen im offenen Kampf bei Mahungwe.	0.3786193	-0.12314373117826988
Traditionally the method for squeezing the juice from the apples involves placing sweet straw or haircloths between the layers of pomace.	Traditionell ist die Methode, um den Saft aus den Äpfeln zu pressen, die Platzierung von süßem Stroh oder Haartücher zwischen den Schichten des Pomace.	-0.042909898	-0.1958176853986285
The Allosaurus fragilis specimen MOR 693 exhibits at least 14 separate bone pathologies.	Das Allosaurus fragilis Exemplar MOR 693 weist mindestens 14 verschiedene Knochenpathologien auf.	0.52237207	-0.05766704459806629
In 2005, Ferrer advanced to the semifinals in Miami by defeating David Nalbandian, Juan Carlos Ferrero, and Dominik Hrbatý, but lost to Rafael Nadal.	2005 stieg Ferrer ins Halbfinale in Miami ein, indem er David Nalbandian, Juan Carlos Ferrero und Dominik Hrbatý besiegte, aber an Rafael Nadal verlor.	-2.2129576	-0.09139084483344817
1946 disestablishments in the French colonial empire	1946 Aufgelöst im französischen Kolonialreich	0.28395057	-0.3193951121582107
The depression initially tracked due northward and strengthened into Tropical Storm Harvey by early on September 20.	Die Depression wurde zunächst nach Norden verfolgt und Anfang September zu Tropical Storm Harvey verstärkt.	-0.3125693	-0.5527524789388157
Obama had picked up seven endorsements from superdelegates since the May 6 primaries.	Obama hatte sieben Unterstützungen von Superdelegierten seit den Vorwahlen vom 6. Mai erhalten.	0.44988984	-0.15696231831717786
His grandfathers Erasmus Darwin and Josiah Wedgwood were both prominent abolitionists.	Seine Großväter Erasmus Darwin und Josiah Wedgwood waren beide prominente Abolitionisten.	0.653437	-0.019636432527756632
The Russians failed to retake it and their defences collapsed.	Die Russen haben es versäumt, es zurückzuerobern, und ihre Abwehrkräfte sind zusammengebrochen.	0.4555258	-0.08991674505792141
Pinnipeds may move further inland and rest in sand dunes or vegetation, and may even climb cliffs.	Pinnipeds können sich weiter ins Landesinnere bewegen und sich in Sanddünen oder Vegetation ausruhen und sogar Klippen erklimmen.	0.59354097	-0.1514686727630036
Snipers deployed during the climax of the protests	Scharfschützen auf dem Höhepunkt der Proteste eingesetzt	0.601788	-0.13842367056124918
It flows parallel to isobars and approximates the flow above the atmospheric boundary layer in the midlatitudes.	Es fließt parallel zu Isobaren und nähert sich dem Fluss über der atmosphärischen Grenzschicht in den Mittelbreiten an.	0.5063717	-0.17481784666493563
Later that spring, Smalls piloted the Planter to Philadelphia for an overhaul.	Später im Frühjahr pilotierte Smalls den Planter zu einer Überholung nach Philadelphia.	0.42597702	-0.06713048188574217
Continuing southwest, the storm rapidly weakened over the mountainous terrain of Central America, dissipating on November 1.	Weiter südwestlich schwächte sich der Sturm über dem bergigen Terrain Zentralamerikas rapide ab und schrumpfte am 1. November ab.	-0.21977283	-0.12455137117086454
Dreadnoughts were propelled by two to four screw propellers.	Dreadnoughts wurden von zwei bis vier Schraubenpropellern angetrieben.	0.48136318	-0.053294499316631896
"Then in 2005, AFI ranked John ""Bluto"" Blutarsky's quote ""Toga!"	"Dann im Jahr 2005, AFI rangiert John ""Bluto"" Blutarsky Zitat ""Toga!"	0.43408704	-0.355307727211799
The Moor then flings himself from the battlements to avoid punishment.	Der Moor wirft sich dann aus den Zinnen, um Strafe zu vermeiden.	0.44773602	-0.22263765790975226
St Mary's College Post Graduates, however, wear their graduate gown with a purple saltire cross on the left facing.	St. Mary 's College Post Graduates tragen jedoch ihr Graduiertenkleid mit einem lila salreifes Kreuz auf der linken Seite.	-0.019221367	-0.4131731343893197
The New Historical Consciousness and the Relativizing of National Socialism	Das neue historische Bewußtsein und die Relativierung des Nationalsozialismus	0.57599187	-0.11867167780654371
The turret interior also received Kevlar spall liners.	Auch das Turminnere erhielt Kevlar-Schienen.	0.37095603	-0.09577719050696683
Two bluestone steps with iron railings lead up to a pair of slightly recessed paneled wooden doors topped by a fanlight with tracery.	Zwei Blausteinstufen mit Eisengeländer führen zu einem Paar leicht versenkter, getäfelter Holztüren, die von einem Lüfterlicht mit Tracery gekrönt sind.	-0.07636594	-0.2829529978504421
Comcast SportsNet New England broadcasts the games of the Boston Celtics, New England Revolution and Boston Cannons.	Comcast SportsNet New England sendet die Spiele der Boston Celtics, New England Revolution und Boston Cannons.	-0.39721492	-0.1460327709546556
"111 of the 500 best singles wrestlers during the ""PWI Years"" in 2003."	"111 der 500 besten Singles Wrestler während der ""PWI Years"" 2003."	-0.5049571	-0.3214684394847646
